Nom avec article;Code commune;Département;Code postal;Longitude;Latitude
L'Abergement-Clémenciat;1001;Ain;1400;4.92007112503;46.151676178
L'Abergement-de-Varey;1002;Ain;1640;5.4233574;46.0070996
Ambérieu-en-Bugey;1004;Ain;1504;5.35882997513;45.9578018188
Ambérieux-en-Dombes;1005;Ain;1330;4.9028423;45.9957877
Ambléon;1006;Ain;1300;5.6011955;45.7489053
Ambronay;1007;Ain;1500;5.36072;46.00739
Ambutrix;1008;Ain;1500;5.3376099;45.9378943
Andert-et-Condon;1009;Ain;1300;5.655488;45.794033
Anglefort;1010;Ain;1350;5.80891990662;45.9136009216
Apremont;1011;Ain;1100;5.658584;46.20748
Aranc;1012;Ain;1110;5.5087919;46.0013273
Arandas;1013;Ain;1230;5.485944;45.89675
Arbent;1014;Ain;1100;5.680257;46.2945869
Arboys en Bugey;1015;Ain;1300;5.65058994293;45.7286338806
Arbignieu;1015;;1300;5.65058994293;45.7286338806
Arbigny;1016;Ain;1190;4.972406;46.472409
Argis;1017;Ain;1230;5.49097490311;45.9337997437
Armix;1019;Ain;1510;5.585527;45.849748
Ars-sur-Formans;1021;Ain;1480;4.82132005692;45.993598938
Artemare;1022;Ain;1510;5.69463014603;45.8740997314
Asnières-sur-Saône;1023;Ain;1570;4.8789689;46.3837813
Attignat;1024;Ain;1340;5.1580958;46.289833
Bâgé-Dommartin;1025;Ain;1380;4.94617986679;46.3165016174
Bâgé-la-Ville;1025;;1380;4.94617986679;46.3165016174
Bâgé-le-Châtel;1026;Ain;1380;4.92790985107;46.3083992004
Balan;1027;Ain;1360;5.09675502777;45.8332328796
Baneins;1028;Ain;1990;4.9036521;46.1110678
Beaupont;1029;Ain;1270;5.26479;46.410423
Beauregard;1030;Ain;1480;4.75102190000007;46.0028332
Bellignat;1031;Ain;1100;5.62868022919;46.242099762
Béligneux;1032;Ain;1360;5.129235;45.851576
Valserhône;1033;Ain;1200;5.82614994049;46.1074981689
Bellegarde-sur-Valserine;1033;;1200;5.82614994049;46.1074981689
Belley;1034;Ain;1300;5.686261;45.760852
Belleydoux;1035;Ain;1130;5.777169;46.25313
Valromey-sur-Séran;1036;Ain;1260;5.65;45.883302
Belmont-Luthézieu;1036;;1260;5.65;45.883302
Bénonces;1037;Ain;1470;5.477293;45.82741
Bény;1038;Ain;1370;5.28437995911;46.2721061707
Béon;1039;;;;
Béréziat;1040;Ain;1340;5.045209;46.368515
Bettant;1041;Ain;1500;5.35293006897;45.9453010559
Bey;1042;Ain;1290;4.8458154;46.2200703
Beynost;1043;Ain;1704;5.001385;45.840253
Billiat;1044;Ain;1200;5.78403806686;46.0775527954
Birieux;1045;Ain;1330;5.038913;45.953186
Biziat;1046;Ain;1290;4.943722;46.216963
Blyes;1047;Ain;1150;5.249487;45.846051
La Boisse;1049;Ain;1120;5.032719;45.842492
Boissey;1050;Ain;1190;4.996962;46.3812
Bolozon;1051;Ain;1450;5.4735668;46.1925941
Bouligneux;1052;Ain;1330;4.991173;46.022285
Bourg-en-Bresse;1053;Ain;1000;5.22569990158;46.2049179077
Bourg-Saint-Christophe;1054;Ain;1800;5.1575419;45.8900369
Boyeux-Saint-Jérôme;1056;Ain;1640;5.4592351;46.030011
Boz;1057;Ain;1190;4.910416;46.407164
Brégnier-Cordon;1058;Ain;1300;5.61916;45.648318
Brénaz;1059;;;;
Brénod;1060;Ain;1110;5.605511;46.059521
Brens;1061;Ain;1300;5.6960818;45.7185896
Bressolles;1062;Ain;1360;5.096796;45.867652
Brion;1063;Ain;1460;5.552895;46.170294
Briord;1064;Ain;1470;5.457280159;45.7835006714
Buellas;1065;Ain;1310;5.13452005386;46.2095985413
La Burbanche;1066;Ain;1510;5.572008;45.842185
Ceignes;1067;Ain;1430;5.5000012;46.1202953
Cerdon;1068;Ain;1450;5.4649;46.080563
Certines;1069;Ain;1240;5.26459980011;46.1327018738
Cessy;1071;Ain;1170;6.0698299408;46.3166007996
Ceyzériat;1072;Ain;1250;5.3220456;46.1797071
Ceyzérieu;1073;Ain;1350;5.7813944;45.8475972
Chalamont;1074;Ain;1320;5.172362;45.996513
Chaleins;1075;Ain;1480;4.76459980011;46.048500061
Chaley;1076;Ain;1230;5.530648;45.955048
Challes-la-Montagne;1077;Ain;1450;5.4560334;46.1165473
Challex;1078;Ain;1630;5.97267007828;46.1818008423
Champagne-en-Valromey;1079;Ain;1260;5.67844009399;45.904800415
Champdor-Corcelles;1080;Ain;1110;5.596891;46.017438
Champdor;1080;;1110;5.596891;46.017438
Champfromier;1081;Ain;1410;5.81184387207;46.1945762634
Chanay;1082;Ain;1420;5.785137;46.005426
Chaneins;1083;Ain;1990;4.85123491287;46.0971984863
Chanoz-Châtenay;1084;Ain;1400;5.0046702;46.1625253
La Chapelle-du-Châtelard;1085;Ain;1240;5.0241156;46.0692115
Charix;1087;Ain;1130;5.685278;46.18287
Charnoz-sur-Ain;1088;Ain;1800;5.2214;45.867
Château-Gaillard;1089;Ain;1500;5.305167;45.973504
Châtenay;1090;Ain;1320;5.201024;46.033518
Châtillon-en-Michaille;1091;;1200;5.7988;46.14411
Châtillon-la-Palud;1092;Ain;1320;5.25528001785;45.9732017517
Châtillon-sur-Chalaronne;1093;Ain;1400;4.957684001399997;46.119696011822526
Chavannes-sur-Reyssouze;1094;Ain;1190;4.992705;46.430423
Nivigne et Suran;1095;Ain;1250;5.42658996582;46.2635002136
Chaveyriat;1096;Ain;1660;5.061257;46.198115
Chavornay;1097;;;;
Chazey-Bons;1098;Ain;1300;5.6813419;45.802649
Chazey-sur-Ain;1099;Ain;1150;5.25471019745;45.8923988342
Cheignieu-la-Balme;1100;Ain;1510;5.6094649;45.8263536
Chevillard;1101;Ain;1430;5.57915115356;46.1112289429
Chevroux;1102;Ain;1190;4.9480885;46.3805817
Chevry;1103;Ain;1170;6.0367804;46.2799385
Chézery-Forens;1104;Ain;1410;5.86684608459;46.22240448
Civrieux;1105;Ain;1390;4.8805935;45.9210373
Cize;1106;Ain;1250;5.446744;46.2058419
Cleyzieu;1107;Ain;1230;5.430938;45.908201
Coligny;1108;Ain;1270;5.34585898991017;46.38295101299087
Collonges;1109;Ain;1550;5.903893;46.13831
Colomieu;1110;Ain;1300;5.62151908875;45.7330245972
Conand;1111;Ain;1230;5.472681;45.892315
Condamine;1112;Ain;1430;5.5413536;46.108386
Condeissiat;1113;Ain;1400;5.07966995239;46.1561012268
Confort;1114;Ain;1200;5.82137109;46.1514022
Confrançon;1115;Ain;1310;5.065647;46.264801
Contrevoz;1116;Ain;1300;5.62774085999;45.8061065674
Conzieu;1117;Ain;1300;5.607031;45.727813
Corbonod;1118;Ain;1420;5.8104637;45.9695936
Corcelles;1119;;;;
Cordieux;1120;;;;
Corlier;1121;Ain;1110;5.498751;46.030467
Cormaranche-en-Bugey;1122;;;;
Cormoranche-sur-Saône;1123;Ain;1290;4.831361;46.240451
Cormoz;1124;Ain;1560;5.232807;46.449623
Corveissiat;1125;Ain;1250;5.482438;46.243868
Courmangoux;1127;Ain;1370;5.373836;46.336594
Courtes;1128;Ain;1560;5.100908;46.459144
Crans;1129;Ain;1320;5.184582;45.9629345
Bresse Vallons;1130;Ain;1340;5.1656394;46.30764629999999
Cras-sur-Reyssouze;1130;;1340;5.1656394;46.30764629999999
Cressin-Rochefort;1133;Ain;1350;5.7656151;45.784242
Crottet;1134;Ain;1290;4.89145994186;46.2774009705
Crozet;1135;Ain;1170;6.06980991364;46.3166007996
Cruzilles-lès-Mépillat;1136;Ain;1290;4.8814215;46.2222977
Cuisiat;1137;;;;
Culoz-Béon;1138;Ain;1350;5.780998;45.847477
Culoz;1138;;1350;5.780998;45.847477
Curciat-Dongalon;1139;Ain;1560;5.157035;46.474612
Curtafond;1140;Ain;1310;5.08968679;46.2708521
Cuzieu;1141;Ain;1300;5.682851;45.815806
Dagneux;1142;Ain;1120;5.09686899;45.8334766
Divonne-les-Bains;1143;Ain;1220;6.1364075;46.3575946
Dommartin;1144;;;;
Dompierre-sur-Veyle;1145;Ain;1240;5.205361;46.072073
Dompierre-sur-Chalaronne;1146;Ain;1400;4.897871;46.139545
Domsure;1147;Ain;1270;5.294267;46.418959
Dortan;1148;Ain;1590;5.6599107;46.318423
Douvres;1149;Ain;1500;5.3736958;45.9891146
Drom;1150;Ain;1250;5.3670051;46.2183021
Druillat;1151;Ain;1160;5.3172750473;46.0593223572
Échallon;1152;Ain;1130;5.7406262;46.210307
Échenevex;1153;Ain;1170;6.036586;46.308622
Étrez;1154;;;;
Évosges;1155;Ain;1230;5.498193;45.960417
Faramans;1156;Ain;1800;5.1656614;45.9076164
Fareins;1157;Ain;1480;4.761342;46.019564
Farges;1158;Ain;1550;5.90577983856;46.1669006348
Feillens;1159;Ain;1570;4.8879952;46.3359817
Ferney-Voltaire;1160;Ain;1210;6.110057;46.256879
Flaxieu;1162;Ain;1350;5.7345199;45.8087805
Foissiat;1163;Ain;1340;5.174361;46.368234
Francheleins;1165;Ain;1090;4.8094201088;46.0718002319
Frans;1166;Ain;1480;4.7753712;45.9880589
Garnerans;1167;Ain;1140;4.840265;46.205193
Genouilleux;1169;Ain;1090;4.786969;46.119182
Béard-Géovreissiat;1170;Ain;1460;5.55504989624;46.1893997192
Géovreisset;1171;Ain;1100;5.61709499359;46.255569458
Gex;1173;Ain;1170;6.05843019485;46.3339004517
Giron;1174;Ain;1130;5.77365922928;46.2257423401
Gorrevod;1175;Ain;1190;4.93892002106;46.4199981689
Grand-Corent;1177;Ain;1250;5.4445455;46.2187604
Grièges;1179;Ain;1290;4.851153;46.255103
Grilly;1180;Ain;1220;6.11462020874;46.3319015503
Groissiat;1181;Ain;1100;5.61275005341;46.2289009094
Groslée;1182;;;;
Guéreins;1183;Ain;1090;4.780351;46.110225
Hautecourt-Romanèche;1184;Ain;1250;5.41731023788;46.1595039368
Plateau d'Hauteville;1185;Ain;1110;5.534989;45.901382
Hauteville-Lompnes;1185;;1110;5.534989;45.901382
Hostiaz;1186;;;;
Haut Valromey;1187;Ain;1260;5.691881;45.997027
Illiat;1188;Ain;1140;4.8887919;46.1899528
Injoux-Génissiat;1189;Ain;1200;5.802964;46.051059
Innimond;1190;Ain;1680;5.572282022597392;45.78249699239734
Izenave;1191;Ain;1430;5.525959;46.038839
Izernore;1192;Ain;1580;5.55558013916;46.2201004028
Izieu;1193;Ain;1300;5.6407676;45.6515594
Jassans-Riottier;1194;Ain;1480;4.758901;45.984091
Jasseron;1195;Ain;1250;5.32459020615;46.2103004456
Jayat;1196;Ain;1340;5.119309;46.36841
Journans;1197;Ain;1250;5.3298078;46.1442908
Joyeux;1198;Ain;1800;5.098333;45.96163
Jujurieux;1199;Ain;1640;5.410106;46.038917
Labalme;1200;Ain;1450;5.48269701004;46.0912208557
Lagnieu;1202;Ain;1150;5.34887981415;45.9038009644
Laiz;1203;Ain;1290;4.890145;46.24836
Le Poizat-Lalleyriat;1204;Ain;1130;5.71329593658;46.1533432007
Lalleyriat;1204;;1130;5.71329593658;46.1533432007
Lancrans;1205;;;;
Lantenay;1206;Ain;1430;5.544837;46.057609
Lapeyrouse;1207;Ain;1330;4.976313;45.984313
Lavours;1208;Ain;1350;5.773176;45.809212
Léaz;1209;Ain;1200;5.88445997238;46.098400116
Lélex;1210;Ain;1410;5.94364309311;46.3049201965
Lent;1211;Ain;1240;5.20546007156;46.0719985962
Lescheroux;1212;Ain;1560;5.143151;46.407507
Leyment;1213;Ain;1150;5.29507017136;45.9229011536
Leyssard;1214;Ain;1450;5.47529315948;46.1565361023
Surjoux-Lhopital;1215;Ain;1420;5.802503;46.025224
Lhôpital;1215;;1420;5.802503;46.025224
Lhuis;1216;Ain;1680;5.53487920761;45.7459564209
Lochieu;1218;;;;
Lompnas;1219;Ain;1680;5.65649986267;46.013999939
Lompnieu;1221;;;;
Loyettes;1224;Ain;1360;5.20378780365;45.7743415833
Lurcy;1225;Ain;1090;4.76459980011;46.048500061
Magnieu;1227;Ain;1300;5.34665679932;45.9086494446
Maillat;1228;Ain;1430;5.5374737;46.1314742
Malafretaz;1229;Ain;1340;5.145948;46.323396
Mantenay-Montlin;1230;Ain;1560;5.082578;46.459305
Manziat;1231;Ain;1570;4.90668487549;46.3591079712
Marboz;1232;Ain;1851;5.2560991;46.3419732
Marchamp;1233;Ain;1680;5.548187;45.778384
Marignieu;1234;Ain;1300;5.719548;45.796897
Marlieux;1235;Ain;1240;5.0731735;46.064055
Marsonnas;1236;Ain;1340;5.070621;46.34089
Martignat;1237;Ain;1100;5.61017990112;46.2089996338
Massieux;1238;Ain;1600;4.83311414719;45.9094848633
Massignieu-de-Rives;1239;Ain;1300;5.766496;45.754386
Matafelon-Granges;1240;Ain;1580;5.55497503281;46.2623023987
Meillonnas;1241;Ain;1370;5.29700994492;46.2904014587
Mérignat;1242;Ain;1450;5.4371157;46.069329
Messimy-sur-Saône;1243;Ain;1480;4.76460409164;46.0485076904
Meximieux;1244;Ain;1800;5.1962;45.9053
Bohas-Meyriat-Rignat;1245;Ain;1250;5.39091014862;46.1362991333
Mézériat;1246;Ain;1660;5.0469674;46.2337556
Mijoux;1247;Ain;1410;5.99627113342;46.3662528992
Mionnay;1248;Ain;1390;4.9310669899;45.8962898254
Miribel;1249;Ain;1705;4.95274019241;45.8230018616
Misérieux;1250;Ain;1600;4.802207384948288;45.98340258504775
Mogneneins;1252;Ain;1140;4.8098725;46.1406846
Montagnat;1254;Ain;1250;5.283939;46.170442
Montagnieu;1255;Ain;1470;5.468664;45.793428
Montanges;1257;Ain;1200;5.80087995529;46.1690177917
Montceaux;1258;Ain;1090;4.77963018417;46.1069984436
Montcet;1259;Ain;1310;5.14433193207;46.2473220825
Le Montellier;1260;Ain;1800;5.0723269;45.930432
Monthieux;1261;Ain;1390;4.9406619072;45.9575500488
Montluel;1262;Ain;1120;5.0566486;45.8535403
Montmerle-sur-Saône;1263;Ain;1090;4.75927400589;46.079082489
Montracol;1264;Ain;1310;5.121044;46.196546
Montréal-la-Cluse;1265;Ain;1460;5.576747;46.1842616
Montrevel-en-Bresse;1266;Ain;1340;5.1298923;46.3372926
Nurieux-Volognat;1267;Ain;1460;5.52156019211;46.1803016663
Murs-et-Gélignieux;1268;Ain;1300;5.66162586212;45.6418037415
Nantua;1269;Ain;1130;5.605902;46.154849
Nattages;1271;;;;
Neuville-les-Dames;1272;Ain;1400;5.004596;46.162534
Neuville-sur-Ain;1273;Ain;1160;5.37165021896;46.081401825
Les Neyrolles;1274;Ain;1130;5.63278007507;46.1407012939
Neyron;1275;Ain;1700;4.93256998062;45.8147010803
Niévroz;1276;Ain;1120;5.06114006042;45.826499939
Nivollet-Montgriffon;1277;Ain;1230;5.471048;46.00276
Oncieu;1279;Ain;1230;5.47381;45.958384
Ordonnaz;1280;Ain;1510;5.613451;45.82501
Ornex;1281;Ain;1210;6.09437990189;46.276599884
Outriaz;1282;Ain;1430;5.546692;46.0671729
Oyonnax;1283;Ain;1100;5.6557614;46.2575074
Ozan;1284;Ain;1190;4.91518878937;46.3921775818
Parcieux;1285;Ain;1600;4.82437992096;45.9155006409
Parves et Nattages;1286;Ain;1300;5.742503;45.74372
Parves;1286;;1300;5.742503;45.74372
Péron;1288;Ain;1630;5.92619991302;46.189201355
Péronnas;1289;Ain;1960;5.20394920000001;46.179478
Pérouges;1290;Ain;1800;5.1794090271;45.9029464722
Perrex;1291;Ain;1540;4.978397;46.24531
Peyriat;1293;Ain;1430;5.55774688721;46.1892242432
Peyrieu;1294;Ain;1300;5.6767121;45.677933
Peyzieux-sur-Saône;1295;Ain;1140;4.816487;46.1284009
Pirajoux;1296;Ain;1270;5.29879617691;46.370929718
Pizay;1297;Ain;1120;5.09074020386;45.888999939
Plagne;1298;Ain;1130;5.728234;46.1920858
Le Plantay;1299;Ain;1330;5.091958;46.014605
Le Poizat;1300;;;;
Polliat;1301;Ain;1310;5.1264897;46.2483735
Pollieu;1302;Ain;1350;5.74452;45.80023
Poncin;1303;Ain;1450;5.40746021271;46.0859985352
Pont-d'Ain;1304;Ain;1160;5.34046983719;46.0494995117
Pont-de-Vaux;1305;Ain;1190;4.93816709518;46.430141449
Pont-de-Veyle;1306;Ain;1290;4.88672;46.2635
Port;1307;Ain;1460;5.57230997086;46.1629981995
Pougny;1308;Ain;1550;5.95200014114;46.1394996643
Pouillat;1309;Ain;1250;5.428348;46.327458
Prémeyzel;1310;Ain;1300;5.64790678024;45.6835975647
Prémillieu;1311;Ain;1110;5.571788;45.874366
Pressiat;1312;;;;
Prévessin-Moëns;1313;Ain;1280;6.07949018478;46.2538986206
Priay;1314;Ain;1160;5.28754520416;46.0018386841
Ramasse;1317;Ain;1250;5.356342;46.192673
Rancé;1318;Ain;1390;4.9043703;45.9959873
Relevant;1319;Ain;1990;4.94903612137;46.0891571045
Replonges;1320;Ain;1750;4.87968397141;46.3080596924
Revonnas;1321;Ain;1250;5.3319736;46.162607
Reyrieux;1322;Ain;1600;4.81523180008;45.935749054
Reyssouze;1323;Ain;1190;5.1610065;46.2849593
Rignat;1324;;;;
Rignieux-le-Franc;1325;Ain;1800;5.1921767;45.9037674
Romans;1328;Ain;1400;5.0242456;46.1215448
Rossillon;1329;Ain;1510;5.5918667;45.8334994
Ruffieu;1330;Ain;1260;5.6637901;45.9944698
Saint-Alban;1331;Ain;1450;5.4480062;46.0939112
Saint-André-de-Bâgé;1332;Ain;1380;4.92790985107;46.3083992004
Saint-André-de-Corcy;1333;Ain;1390;4.951414;45.926211
Saint-André-d'Huiriat;1334;Ain;1290;4.888276;46.251427
Saint-André-le-Bouchoux;1335;Ain;1240;5.07867002487;46.117099762
Saint-André-sur-Vieux-Jonc;1336;Ain;1960;5.1461189;46.1573121
Saint-Bénigne;1337;Ain;1190;4.971785;46.439031
Groslée-Saint-Benoit;1338;Ain;1300;5.587564;45.695152
Saint-Benoît;1338;;1300;5.587564;45.695152
Saint-Bernard;1339;Ain;1600;4.736166;45.945158
Saint-Bois;1340;;;;
Sainte-Croix;1342;Ain;1120;5.052979;45.894841
Saint-Cyr-sur-Menthon;1343;Ain;1380;4.9726600647;46.2747001648
Saint-Denis-lès-Bourg;1344;Ain;1000;5.18969011307;46.2013015747
Saint-Denis-en-Bugey;1345;Ain;1500;5.33060979843;45.9525985718
Saint-Didier-d'Aussiat;1346;Ain;1340;5.06828022003;46.3367004395
Saint-Didier-de-Formans;1347;Ain;1600;4.7980846;45.9722321
Saint-Didier-sur-Chalaronne;1348;Ain;1140;4.814596;46.177482
Saint-Éloi;1349;Ain;1800;5.153087;45.932654
Saint-Étienne-du-Bois;1350;Ain;1370;5.292825;46.288305
Saint-Étienne-sur-Chalaronne;1351;Ain;1140;4.865875;46.147916
Saint-Étienne-sur-Reyssouze;1352;Ain;1190;5.001165;46.41212
Sainte-Euphémie;1353;Ain;1600;4.79595994949;45.9724006653
Saint-Genis-Pouilly;1354;Ain;1630;6.0247797966;46.2431983948
Saint-Genis-sur-Menthon;1355;Ain;1380;5.008745;46.282216
Saint-Georges-sur-Renon;1356;Ain;1400;5.03118991852;46.1062011719
Saint-Germain-de-Joux;1357;Ain;1130;5.73811;46.17832
Saint-Germain-les-Paroisses;1358;Ain;1300;5.61937;45.77387
Saint-Germain-sur-Renon;1359;Ain;1240;5.057021;46.080629
Saint-Jean-de-Gonville;1360;Ain;1630;5.95086622238;46.2118988037
Saint-Jean-de-Niost;1361;Ain;1800;5.2043800354;45.8199005127
Saint-Jean-de-Thurigneux;1362;Ain;1390;4.88254785538;45.951675415
Saint-Jean-le-Vieux;1363;Ain;;;
Saint-Jean-sur-Reyssouze;1364;Ain;1560;5.08412694931;46.4564285278
Saint-Jean-sur-Veyle;1365;Ain;1290;4.89145994186;46.2774009705
Sainte-Julie;1366;Ain;1150;5.2771561;45.8891466
Saint-Julien-sur-Reyssouze;1367;Ain;1560;5.10967302322;46.4017677307
Saint-Julien-sur-Veyle;1368;Ain;1540;4.954161;46.203546
Saint-Just;1369;Ain;1250;5.32846021652;46.164100647
Saint-Laurent-sur-Saône;1370;Ain;1750;4.84181022644;46.3059997559
Saint-Marcel;1371;Ain;1390;4.990625;45.947997
Saint-Martin-de-Bavel;1372;Ain;1510;5.67709779739;45.8492431641
Saint-Martin-du-Frêne;1373;Ain;1430;5.53704977036;46.1287994385
Saint-Martin-du-Mont;1374;Ain;1160;5.35858011246;46.0564994812
Saint-Martin-le-Châtel;1375;Ain;1310;5.1172357;46.2817666
Saint-Maurice-de-Beynost;1376;Ain;1703;4.97498989105;45.8320999146
Saint-Maurice-de-Gourdans;1378;Ain;1800;5.19429016113;45.8208999634
Saint-Maurice-de-Rémens;1379;Ain;1500;5.27725982666;45.9589004517
Saint-Nizier-le-Bouchoux;1380;Ain;1560;5.151128;46.459281
Saint-Nizier-le-Désert;1381;Ain;1320;5.17393016815;45.9998016357
Sainte-Olive;1382;Ain;1330;4.92872905731;46.0196647644
Saint-Paul-de-Varax;1383;Ain;1240;5.129508;46.099385
Saint-Rambert-en-Bugey;1384;Ain;1230;5.439642;45.948782
Saint-Rémy;1385;Ain;1310;5.16791;46.1895101
Saint-Sorlin-en-Bugey;1386;Ain;1150;5.371625;45.884849
Saint-Sulpice;1387;Ain;1340;5.039892;46.321911
Saint-Trivier-de-Courtes;1388;Ain;1560;5.08093976974;46.4594993591
Saint-Trivier-sur-Moignans;1389;Ain;1990;4.89809989929;46.0718994141
Saint-Vulbas;1390;Ain;1150;5.2901802063;45.8320999146
Salavre;1391;Ain;1270;5.346757;46.364009
Samognat;1392;Ain;1580;5.575559;46.258238
Sandrans;1393;Ain;1400;4.980985;46.063557
Sault-Brénaz;1396;Ain;1150;5.39975976944;45.8610992432
Sauverny;1397;Ain;1220;6.1151696;46.3156905
Savigneux;1398;Ain;1480;4.85249996185;46.0032997131
Ségny;1399;Ain;1170;6.0734000206;46.2966003418
Seillonnaz;1400;Ain;1470;5.490048;45.80675
Sergy;1401;Ain;1630;5.99890995026;46.2518997192
Sermoyer;1402;Ain;1190;4.980499;46.497674
Serrières-de-Briord;1403;Ain;1470;5.4512901;45.8068806
Serrières-sur-Ain;1404;Ain;1450;5.449876;46.1508
Servas;1405;Ain;1960;5.164875;46.132713
Servignat;1406;Ain;1560;5.0690759;46.434518
Seyssel;1407;Ain;1420;5.83100509644;45.9572296143
Simandre-sur-Suran;1408;Ain;1250;5.416411;46.224919
Sonthonnax-la-Montagne;1410;Ain;1580;5.524438;46.233751
Souclin;1411;Ain;1150;5.41929;45.876737
Sulignat;1412;Ain;1400;4.964027;46.17662
Surjoux;1413;;;;
Sutrieu;1414;;;;
Talissieu;1415;Ain;1510;5.724288;45.865959
Tenay;1416;Ain;1230;5.50906085968;45.9187355042
Thézillieu;1417;;;;
Thil;1418;Ain;1120;5.02064990997;45.8162002563
Thoiry;1419;Ain;1710;5.98023;46.2361
Thoissey;1420;Ain;1140;4.80125999451;46.1719017029
Torcieu;1421;Ain;1230;5.396848;45.920829
Tossiat;1422;Ain;1250;5.3164203;46.1401631
Toussieux;1423;Ain;1600;4.82667016983;45.9603996277
Tramoyes;1424;Ain;1390;4.964424;45.874836
La Tranclière;1425;Ain;1160;5.26133;46.110292
Val-Revermont;1426;Ain;1370;5.368669;46.271338
Treffort;1426;;1370;5.368669;46.271338
Trévoux;1427;Ain;1606;4.7767069;45.9403222
Valeins;1428;Ain;1140;4.870944;46.1123819
Vandeins;1429;Ain;1660;5.02498006821;46.2025985718
Varambon;1430;Ain;1160;5.317069;46.040255
Vaux-en-Bugey;1431;Ain;1150;5.351587;45.9252285
Verjon;1432;Ain;1270;5.34960985184;46.3467559814
Vernoux;1433;Ain;1560;5.1027857;46.4859243
Versailleux;1434;Ain;1330;5.10455000000002;45.979923
Versonnex;1435;Ain;1210;6.09556007385;46.3073997498
Vesancy;1436;Ain;1170;6.0892419;46.347829
Vescours;1437;Ain;1560;5.025309;46.475498
Vésines;1439;Ain;1570;4.867006;46.359282
Vieu-d'Izenave;1441;Ain;1430;5.529809;46.081238
Vieu;1442;;;;
Villars-les-Dombes;1443;Ain;1330;5.0296;46.0015
Villebois;1444;Ain;1150;5.4344359;45.8489702
Villemotier;1445;Ain;1270;5.320567;46.347172
Villeneuve;1446;Ain;1480;4.84032011032;46.0248985291
Villereversure;1447;Ain;1250;5.396082;46.191868
Villes;1448;Ain;1200;5.78578996658;46.0895996094
Villette-sur-Ain;1449;Ain;1320;5.26927995682;45.9884986877
Villieu-Loyes-Mollon;1450;Ain;1800;5.22061014175;45.9174003601
Viriat;1451;Ain;1440;5.21620988846;46.253200531
Virieu-le-Grand;1452;Ain;1510;5.65263748169;45.8522387465
Arvière-en-Valromey;1453;Ain;1260;5.677798;45.905732
Virieu-le-Petit;1453;;1260;5.677798;45.905732
Virignin;1454;Ain;1300;5.710212;45.720584
Vongnes;1456;Ain;1350;5.725388;45.81499
Vonnas;1457;Ain;1540;4.9918661;46.2205745
Abbécourt;2001;Aisne;2300;3.1795784;49.5961179
Achery;2002;Aisne;2800;3.3902202;49.6917771
Acy;2003;Aisne;2200;3.41333007812;49.3456001282
Agnicourt-et-Séchelles;2004;Aisne;2340;3.9541073;49.7175391
Aguilcourt;2005;Aisne;2190;3.96591997147;49.4062004089
Aisonville-et-Bernoville;2006;Aisne;2110;3.5230164;49.9337158
Aizelles;2007;Aisne;2820;3.8101959;49.4902075
Aizy-Jouy;2008;Aisne;2370;3.515321;49.435966
Alaincourt;2009;Aisne;2240;3.37561988831;49.763999939
Allemant;2010;Aisne;2320;3.451067;49.460595
Ambleny;2011;Aisne;2290;3.18492007256;49.3802986145
Ambrief;2012;Aisne;2200;3.401542;49.31879
Amifontaine;2013;Aisne;2190;3.91606211662;49.4831390381
Amigny-Rouy;2014;Aisne;2700;3.30328011513;49.6086997986
Ancienville;2015;Aisne;2600;3.214677;49.218248
Andelain;2016;Aisne;2800;3.369539;49.642568
Anguilcourt-le-Sart;2017;Aisne;2800;3.43418002129;49.6898002625
Anizy-le-Grand;2018;Aisne;2320;3.46494793892;49.5346412659
Anizy-le-Château;2018;;2320;3.46494793892;49.5346412659
Annois;2019;Aisne;2480;3.1785800457;49.7210006714
Any-Martin-Rieux;2020;Aisne;2500;4.22337007523;49.8792991638
Archon;2021;Aisne;2360;4.117461;49.741074
Arcy-Sainte-Restitue;2022;Aisne;2130;3.46679;49.253093
Armentières-sur-Ourcq;2023;Aisne;2210;3.384577;49.1832221
Arrancy;2024;Aisne;2860;3.754203;49.492118
Artemps;2025;Aisne;2480;3.19273996353;49.7662010193
Artonges;2026;;;;
Assis-sur-Serre;2027;Aisne;2270;3.558576;49.686637
Athies-sous-Laon;2028;Aisne;2840;3.68345999718;49.5733985901
Attilly;2029;Aisne;2490;3.14848995209;49.8777008057
Aubencheul-aux-Bois;2030;Aisne;2420;3.266942;50.029328
Aubenton;2031;Aisne;2500;4.204521;49.836782
Aubigny-aux-Kaisnes;2032;Aisne;2590;3.11594605446;49.7739486694
Aubigny-en-Laonnois;2033;Aisne;2820;3.79134011269;49.4976997375
Audignicourt;2034;Aisne;2300;3.13412499428;49.4769515991
Audigny;2035;Aisne;2120;3.64715003967;49.8684005737
Augy;2036;Aisne;2220;3.5139684;49.3383027
Aulnois-sous-Laon;2037;Aisne;2000;3.60132002831;49.6147994995
Les Autels;2038;Aisne;2360;4.22565;49.764016
Autremencourt;2039;Aisne;2250;3.77022004128;49.7405014038
Autreppes;2040;Aisne;2580;3.85535001755;49.9045982361
Autreville;2041;Aisne;2300;3.23971009254;49.5849990845
Azy-sur-Marne;2042;Aisne;2400;3.366588;49.00106
Bagneux;2043;Aisne;2290;3.280368;49.45841
Bancigny;2044;Aisne;2140;4.03290700912;49.8006858826
Barenton-Bugny;2046;Aisne;2000;3.65114808083;49.6335334778
